,revenue,imdb_score,budget,twitter_score,actors_score
359,111534881.0,67,9000000.0,6.7847533632287,0
360,347425832.0,67,90000000.0,6.854166666666667,0
361,286500000.0,62,30000000.0,6.953488372093023,0
362,133345583.0,65,40000000.0,6.659751037344399,2258000802
363,46293855.0,70,47000000.0,7.631578947368421,0
364,1143758700.0,69,160000000.0,7.467598475222363,0
365,7313697.0,65,16800000.0,7.125,0
366,817691766.0,72,150000000.0,7.547015535568275,1775779723
367,228641283.0,65,30000000.0,7.122448979591836,2868692285
368,256585882.0,64,180000000.0,6.5,0
369,226977991.0,75,34000000.0,7.757850662944871,0
370,561072059.0,65,185000000.0,6.799727520435967,8250562526
371,358994850.0,67,20000000.0,7.683673469387755,0
372,15554855.0,65,15000000.0,6.7272727272727275,0
373,92554209.0,83,7000000.0,8.010600706713781,0
374,5802422.0,61,10880000.0,6.136363636363637,1775779723
375,152566881.0,72,37000000.0,7.720634920634921,5693729163
376,483152040.0,71,150000000.0,7.852760736196319,2690938078
377,20522496.0,78,4000000.0,8.077922077922079,0
378,300400000.0,66,44000000.0,6.8125,2163136709
379,56785851.0,71,6000000.0,6.41717791411043,0
380,378119469.0,70,85000000.0,7.226244343891403,2868692285
381,276928112.0,66,170000000.0,6.687861271676301,3685235615
382,181982519.0,54,179000000.0,5.664197530864198,2092090172
383,330780051.0,61,110000000.0,6.765237020316027,0
384,415686217.0,64,155000000.0,6.972972972972973,2613249768
385,130714469.0,72,18000000.0,7.485436893203883,0
386,76346094.0,69,35000000.0,7.241509433962264,3043780912
387,72295262.0,66,40000000.0,6.855555555555555,0
388,416389640.0,63,87000000.0,4.0,0
389,81209222.0,58,35000000.0,6.008064516129032,0
390,3600000.0,49,6200000.0,3.473684210526316,0
391,209461378.0,62,100000000.0,6.295302013422819,10755769620
392,392839573.2,68,71180000.0,7.333333333333333,0
393,3721988.0,67,30000000.0,7.261538461538461,0
394,246356895.0,60,200000000.0,6.111524163568773,0
395,118514727.0,64,10000000.0,6.240121580547113,0
396,149878437.0,62,50000000.0,6.9411764705882355,0
397,250367666.0,65,185000000.0,6.198697068403908,0
398,682716636.0,72,150000000.0,7.661971830985915,8225027970
399,80147166.0,68,30000000.0,7.163346613545817,0
400,311013181.0,60,74000000.0,6.132075471698113,0
401,508575295.0,68,75000000.0,6.537313432835821,3003820990
402,333080271.0,73,28000000.0,7.5041322314049586,4433993888
403,183291893.0,79,17000000.0,8.631313131313131,0
404,81263489.0,73,10000000.0,6.9186046511627906,0
405,961632807.0,68,90000000.0,6.966176470588235,12930528832
406,36010887.0,69,5000000.0,5.428571428571429,0
407,246999039.0,67,20000000.0,6.832941176470588,8771885046
408,97651543.0,75,50000000.0,7.5,2092090172
409,126069509.0,54,40000000.0,5.215909090909091,2465926016
410,367160781.0,79,61000000.0,8.238178633975481,2507813077
411,71801274.0,81,10500000.0,8.14336917562724,0
412,14628921.0,66,2300000.0,7.666666666666667,0
413,330185281.6,71,132860000.0,6.0,0
414,4496583.0,81,35000000.0,8.3,0
415,172878928.0,64,70000000.0,7.071107784431137,4072412602
416,46060861.0,77,11000000.0,8.02,0
417,270000000.0,69,17000000.0,7.260869565217392,2163136709
418,4764606.0,58,14000000.0,4.0,2613249768
419,415247258.0,66,57500000.0,6.947368421052632,0
420,1278471.0,65,1750000.0,6.267605633802817,0
421,457697994.0,70,80000000.0,7.283687943262412,5039111884
422,328125643.0,84,30000000.0,8.91129883843717,7429521950
423,160379930.0,63,70000000.0,6.885714285714286,0
424,791657398.0,74,178000000.0,7.896688741721854,6853523684
425,591465525.2,71,87000000.0,8.666666666666666,0
426,321887208.0,69,130000000.0,7.357142857142857,8380850566
427,313477717.0,58,220000000.0,6.084745762711864,2613249768
428,16376066.0,76,3500000.0,6.516129032258065,0
429,225508210.0,80,97600000.0,8.61739864864865,5949856734
430,155011165.0,61,40000000.0,6.5588235294117645,0
431,146595891.0,67,35000000.0,7.063694267515924,0
432,571534256.6,61,90400000.0,4.333333333333333,0
433,65700000.0,72,95000000.0,7.947368421052632,0
434,83109359.0,62,35000000.0,6.894736842105263,0
435,68984536.0,75,30000000.0,7.616412213740458,4433993888
436,226316080.4,72,91200000.0,6.966666666666667,0
437,194169619.0,64,66000000.0,7.066126855600539,0
438,263892820.0,75,95000000.0,8.03921568627451,2921714487
439,786635413.0,60,185000000.0,6.4875,6365380548
440,469747882.0,68,80000000.0,7.0227272727272725,2868692285
441,39538663.0,79,28000000.0,7.663043478260869,4433993888
442,112036870.0,66,23000000.0,6.7894736842105265,0
443,35782828.0,77,20000000.0,8.23076923076923,0
444,219535492.0,52,200000000.0,5.837606837606837,4716037940
445,297718711.0,70,70000000.0,6.814744801512287,2616948145
446,85783567.0,75,7000000.0,7.2105263157894735,0
447,91266581.0,63,3000000.0,5.742206235011991,0
448,50692188.0,60,25000000.0,6.869565217391305,0
449,587790539.0,72,90000000.0,7.6063829787234045,3735127227
450,554600000.0,68,140000000.0,7.39,7799559416
451,562387704.0,67,156000000.0,4.0,0
452,24215385.0,78,25000000.0,8.62426614481409,0
453,770882395.0,79,170000000.0,8.193509615384615,20395451175
454,405760225.0,55,175000000.0,5.615384615384615,0
455,94763758.0,63,38000000.0,6.265734265734266,7170709040
456,85632458.0,68,75000000.0,7.644444444444445,2921714487
457,347100000.0,69,55000000.0,6.9743589743589745,4905326167
458,448572309.6,62,66890000.0,5.75,0
459,1032809657.0,64,75000000.0,6.391111111111111,3596657724
460,336365676.0,63,200000000.0,6.712328767123288,0
461,91800000.0,75,100000000.0,7.352941176470588,0
462,342769200.0,73,75000000.0,7.594367381252627,5675565834
463,446109716.0,70,80000000.0,7.0,2430421640
464,40618920.0,61,20000000.0,6.171428571428572,5850170559
465,882205260.0,80,55000000.0,8.25207100591716,2088903550
466,68467960.0,62,42000000.0,5.85,0
467,72401378.0,81,20000000.0,8.291882556131261,6572070271
468,102236596.0,73,23600000.0,7.525179856115108,3984174292
469,431020.0,61,5000000.0,6.0,2879606139
470,474171806.0,78,48000000.0,8.461538461538462,4433993888
471,27936778.0,71,3500000.0,7.333333333333333,0
472,14403891.0,70,13000000.0,6.052631578947368,0
473,75965567.0,64,60000000.0,6.695417789757412,0
474,212282709.0,67,102500000.0,7.468181818181818,6244329313
475,1025006125.0,70,200000000.0,7.783177570093458,2345423584
476,222640812.0,61,82500000.0,6.517241379310345,5850170559
477,305270083.0,57,150000000.0,5.808510638297872,6287906876
478,85182160.0,72,7000000.0,7.505747126436781,2163136709
479,227793915.0,67,42000000.0,7.433333333333334,2346232469
480,91126600.0,54,40000000.0,5.410256410256411,2879606139
481,817400878.0,69,75000000.0,7.742424242424242,3735127227
482,95638592.0,75,13000000.0,8.054794520547945,0
483,104407366.0,82,40000000.0,8.899543378995434,11057544429
484,358858124.0,77,150000000.0,8.508045977011495,5172343466
485,295238201.0,64,110000000.0,6.675675675675675,0
486,4816142.0,61,5000000.0,4.75,0
487,205440387.0,64,150000000.0,6.805376344086022,2092090172
488,60000000.0,76,12000000.0,8.263157894736842,0
489,393750045.8,52,81400000.0,3.0,0
490,375740705.0,56,140000000.0,6.152238805970149,7113229800
491,449239853.0,69,151500000.0,7.306666666666667,2507813077
492,111854182.0,84,35000000.0,8.476190476190476,0
493,2520000.0,80,20610000.0,6.75,1875782110
494,83660160.0,54,24000000.0,5.642857142857143,0
495,186976250.0,73,138000000.0,7.929889298892989,0
496,50334418.0,77,8500000.0,8.01078167115903,0
497,482947378.0,77,12000000.0,8.350467289719626,0
498,591454740.2,70,129000000.0,6.777777777777778,0
499,99924.0,49,23000000.0,3.5,2879606139
500,276014965.0,69,85000000.0,7.1447236180904525,0
501,90396664.0,62,26000000.0,6.785714285714286,0
502,99296462.0,63,32000000.0,6.64,3206612703
503,159946489.0,59,60000000.0,6.3123287671232875,5039111884
504,86878073.0,81,14000000.0,7.517745302713988,5337686916
505,35680886.0,75,2000000.0,8.214285714285714,0
506,28447834.0,82,1900000.0,7.987012987012987,2641705091
507,111336398.0,59,38000000.0,5.285123966942149,0
508,348840316.0,65,70000000.0,6.725806451612903,0
509,161000000.0,67,5000000.0,6.815837937384899,0
510,125213018.0,70,48000000.0,7.133802816901408,0
511,387472317.0,74,6000000.0,7.6063829787234045,2286574463
512,433058296.0,61,170000000.0,6.645833333333333,0
513,139434346.0,78,28000000.0,8.311004784688995,2921714487
514,172811971.0,62,10000000.0,5.710280373831775,0
515,133357601.0,77,200000000.0,7.462068965517242,8849587986
516,64477051.0,63,50000000.0,6.075,0
517,300150546.0,63,170000000.0,6.6,3160763815
518,58058367.0,58,70000000.0,5.91,2868692285
519,46309644.0,70,35000000.0,7.4,0
520,384169424.0,53,165000000.0,5.199535962877031,0
521,77548122.0,76,55000000.0,8.04,1768053332
522,307166834.0,76,12000000.0,8.262295081967213,0
523,197687603.0,58,195000000.0,6.573626373626373,2465468126
524,101162106.0,67,40000000.0,7.181159420289855,2085978040
525,273271982.0,66,130000000.0,7.239583333333333,3735127227
526,79076678.0,58,130000000.0,5.559912854030501,2901626140
527,6328516.0,53,2000000.0,4.678362573099415,2524625690
528,36230219.0,62,10000000.0,6.301369863013699,2346232469
529,29312121.0,68,40000000.0,6.701388888888889,0
530,23384502.0,67,20000000.0,6.194444444444445,0
531,125212904.0,75,14000000.0,8.137254901960784,2163136709
532,123681790.0,68,12000000.0,7.1535087719298245,0
533,71485043.0,72,80000000.0,7.388888888888889,2613768840
534,136621271.0,65,17000000.0,6.7229437229437226,0
535,212453431.0,74,30000000.0,7.959641255605381,0
536,97531134.0,71,28000000.0,7.814285714285714,2879606139
537,20614661.0,64,20000000.0,6.290909090909091,0
538,22113075.0,49,5000000.0,4.16,0
539,46754020.0,72,9000000.0,6.70440251572327,0
540,767820459.0,67,125000000.0,7.083916083916084,10030675569
541,714401889.0,77,170000000.0,8.005760368663594,12170526999
542,348902025.0,59,180000000.0,6.357438016528926,5850170559
543,329631958.0,76,160000000.0,8.763392857142858,2690938078
544,236827677.0,66,100000000.0,7.321428571428571,0
545,41824066.0,67,5000000.0,6.157303370786517,0
546,648455339.0,69,200000000.0,7.026086956521739,3685235615
547,168065700.0,69,65000000.0,6.714987714987715,3735127227
548,141267370.0,67,75000000.0,7.086956521739131,0
549,5927557.0,76,3500000.0,7.926470588235294,0
550,245328374.0,60,135000000.0,6.26046511627907,0
551,12931420.0,57,1000000.0,5.578125,0
552,274392649.0,64,78000000.0,6.62085308056872,0
553,343397247.0,65,80000000.0,7.354838709677419,6518372211
554,12398628.0,65,20000000.0,6.0,0
555,353756621.0,62,127000000.0,6.409691629955947,7780850534
556,232887659.4,67,10000000.0,6.0,0
557,138836756.0,56,140000000.0,5.344632768361582,2840667425
558,215098356.0,66,180000000.0,6.576190476190476,0
559,1309971.0,57,30000000.0,4.7,1931386660
560,154218168.0,53,20000000.0,7.5,0
561,70326393.0,54,25000000.0,4.571428571428571,0
562,5946780.0,62,2000000.0,4.0,0
563,112798051.0,61,25000000.0,6.269230769230769,0
564,399387745.0,67,150000000.0,7.238532110091743,5039111884
565,348629585.0,69,105000000.0,7.53125,5666513887
566,287594577.0,60,150000000.0,6.848484848484849,0
567,89758389.0,62,75000000.0,6.104651162790698,0
568,567719433.8,58,134000000.0,10.0,0
569,311979256.0,63,100000000.0,6.695652173913044,6897257750
570,367028980.0,76,178000000.0,7.902485659655832,5039111884
571,80767884.0,69,60000000.0,6.615384615384615,4550013073
572,99010667.0,55,80000000.0,6.0,0
573,679406442.6,82,152800000.0,7.333333333333333,0
574,695603768.6,60,245000000.0,1.6666666666666667,0
575,15800000.0,62,15774948.0,6.069444444444445,1812406554
576,169332978.0,69,150000000.0,7.578947368421052,1814411800
577,427300260.0,67,150000000.0,7.164948453608248,2524625690
578,443483213.0,56,70000000.0,4.0,0
579,39319801.0,68,21000000.0,7.095238095238095,0
580,195194085.0,62,60000000.0,5.956862745098039,4072412602
581,167910690.0,61,110000000.0,6.329383886255924,5337686916
582,119946358.0,58,42000000.0,5.830508474576271,2163136709
583,179357126.0,62,149000000.0,7.153846153846154,5632263716
584,47666013.0,55,20000000.0,5.1838235294117645,0
585,386839614.0,74,140000000.0,8.149390243902438,1775779723
586,219788712.0,59,50000000.0,5.84375,0
587,131237688.0,68,45000000.0,7.52054794520548,0
588,24716190.0,54,29000000.0,5.545454545454546,0
589,654213485.0,65,215000000.0,7.0,6778908139
590,1110526981.0,72,200000000.0,7.724609375,1768053332
591,29800000.0,71,12000000.0,7.352941176470588,0
592,401021746.0,60,170000000.0,6.47027027027027,4429513459
593,250162022.0,64,94800000.0,5.607142857142857,0
594,381509870.0,62,175000000.0,7.32,6202113422
595,141809235.0,67,18000000.0,7.071428571428571,1754006467
596,159313561.0,56,10000000.0,4.5,3582380113
597,300200000.0,71,55000000.0,8.027777777777779,0
598,105232691.0,69,23000000.0,7.423076923076923,0
599,45017134.0,81,30000000.0,8.088414634146341,0
600,606836535.0,65,132000000.0,6.820754716981132,5039111884
601,331971868.0,78,40000000.0,8.059171597633137,0
602,667037174.8,77,105800000.0,7.181818181818182,0
603,678604.0,63,36708225.8,6.022988505747127,0
604,149228078.0,63,25000000.0,6.425,2485385555
605,45613093.0,82,19000000.0,8.113636363636363,0
606,81198894.0,67,4500000.0,7.541666666666667,0
607,3174356.0,54,1200000.0,3.9473684210526314,0
608,283200000.0,71,30000000.0,7.701030927835052,5141573835
609,205035819.0,76,22000000.0,6.962025316455696,1875782110
610,290650494.0,64,130000000.0,7.014084507042254,0
611,87727807.0,69,3000000.0,6.808988764044944,0
612,114576403.0,60,25000000.0,6.333333333333333,0
613,340384141.0,68,85000000.0,7.869565217391305,0
614,152925093.0,66,5000000.0,7.109375,0
615,171302226.0,67,25000000.0,7.062937062937063,0
616,163876815.0,64,10000000.0,6.617021276595745,0
617,62108587.0,63,28000000.0,6.5144927536231885,2613249768
618,76482461.0,60,110000000.0,7.0,0
619,45147989.0,71,28000000.0,7.85,0
620,312183437.0,67,170000000.0,7.057142857142857,5196590628
621,217194805.0,64,50000000.0,6.6226053639846745,6621936953
622,105078449.0,59,11500000.0,6.117647058823529,2641705091
623,48000000.0,75,85000000.0,7.838095238095238,0
624,202182981.0,78,28000000.0,8.30849478390462,0
625,546388105.0,61,125000000.0,6.026785714285714,5039111884
626,113417762.0,66,45000000.0,7.565217391304348,0
627,112983889.0,63,10000000.0,6.360975609756098,0
628,11022696.0,49,47000000.0,5.56,3043780912
629,99624873.0,65,51000000.0,6.591397849462366,0
630,445135288.0,64,140000000.0,6.311475409836065,3735127227
631,180906076.0,80,30000000.0,8.332446808510639,0
632,257972745.0,68,50000000.0,7.23841059602649,0
